quantization,inference_time,precision
float32,0.03873801231384277,0.0
float32,0.03895401954650879,0.1
float32,0.038346052169799805,0.0
float32,0.03869891166687012,0.01
float32,0.03826093673706055,0.01
float32,0.038378000259399414,0.0
float32,0.04061603546142578,0.13
float32,0.038812875747680664,0.01
float32,0.038861989974975586,0.01
float32,0.039343833923339844,0.01
float32,0.03917384147644043,0.0
float32,0.038539886474609375,0.15
float32,0.039453983306884766,0.13
float32,0.03858685493469238,0.03
float32,0.03860783576965332,0.0
float32,0.039132118225097656,0.01
float32,0.03837990760803223,0.0
float32,0.03844809532165527,0.0
float32,0.03846597671508789,0.17
float32,0.03856205940246582,0.0
float32,0.0384831428527832,0.0
float32,0.03813290596008301,0.04
float32,0.03839612007141113,0.0
float32,0.03830289840698242,0.07
float32,0.03883695602416992,0.0
float32,0.03796100616455078,0.0
float32,0.03825998306274414,0.0
float32,0.038182973861694336,0.0
float32,0.038057804107666016,0.0
float32,0.0386660099029541,0.0
float32,0.03831219673156738,0.03
float32,0.039154767990112305,0.0
float32,0.0382540225982666,0.0
float32,0.03858304023742676,0.0
float32,0.03882098197937012,0.0
float32,0.03907513618469238,0.01
float32,0.03827691078186035,0.01
float32,0.03819012641906738,0.0
float32,0.038403987884521484,0.0
float32,0.038229942321777344,0.05
float32,0.03821086883544922,0.01
float32,0.038108110427856445,0.0
float32,0.038231849670410156,0.01
float32,0.038121938705444336,0.0
float32,0.03814291954040527,0.0
float32,0.03796505928039551,0.0
float32,0.03797197341918945,0.0
float32,0.03816103935241699,0.0
float32,0.03877592086791992,0.0
float32,0.03805994987487793,0.18
float32,0.03830409049987793,0.0
float32,0.037995100021362305,0.01
float32,0.03874802589416504,0.13
float32,0.03831005096435547,0.0
float32,0.03837990760803223,0.01
float32,0.038149118423461914,0.0
float32,0.037927865982055664,0.0
float32,0.0381011962890625,0.0
float32,0.038587093353271484,0.04
float32,0.03847384452819824,0.09
float32,0.03813004493713379,0.0
float32,0.038496971130371094,0.0
float32,0.038244009017944336,0.0
float32,0.038400888442993164,0.0
float32,0.03883099555969238,0.14
float32,0.03870081901550293,0.0
float32,0.03898286819458008,0.01
float32,0.03901791572570801,0.0
float32,0.03813600540161133,0.0
float32,0.03866291046142578,0.1
float32,0.038266897201538086,0.01
float32,0.03886699676513672,0.13
float32,0.03824806213378906,0.0
float32,0.038781166076660156,0.07
float32,0.03835797309875488,0.18
float32,0.039103031158447266,0.04
float32,0.03859305381774902,0.15
float32,0.03916501998901367,0.0
float32,0.04497790336608887,0.0
float32,0.038873910903930664,0.0
float32,0.03905487060546875,0.05
float32,0.039186954498291016,0.02
float32,0.03791093826293945,0.0
float32,0.03870820999145508,0.01
float32,0.03861594200134277,0.0
float32,0.03849911689758301,0.0
float32,0.03867602348327637,0.0
float32,0.038433074951171875,0.0
float32,0.03853607177734375,0.09
float32,0.03890800476074219,0.0
float32,0.038743019104003906,0.0
float32,0.03837704658508301,0.0
float32,0.03804206848144531,0.0
float32,0.03893113136291504,0.0
float32,0.03842496871948242,0.01
float32,0.038717031478881836,0.14
float32,0.03876996040344238,0.14
float32,0.0379638671875,0.02
float32,0.03837394714355469,0.0
float32,0.038079023361206055,0.0
float32,0.03783988952636719,0.03
float32,0.038867950439453125,0.16
float32,0.03837180137634277,0.04
float32,0.03837084770202637,0.0
float32,0.03805112838745117,0.0
float32,0.038728952407836914,0.0
float32,0.03875994682312012,0.02
float32,0.03907608985900879,0.04
float32,0.03877997398376465,0.02
float32,0.038902997970581055,0.01
float32,0.03829503059387207,0.11
float32,0.03861498832702637,0.0
float32,0.03914904594421387,0.08
float32,0.038804054260253906,0.05
float32,0.038401126861572266,0.0
float32,0.03914380073547363,0.03
float32,0.03803706169128418,0.0
float32,0.038774967193603516,0.0
float32,0.038752079010009766,0.0
float32,0.03835892677307129,0.0
float32,0.03932595252990723,0.01
float32,0.03889203071594238,0.0
float32,0.03881692886352539,0.0
float32,0.03888201713562012,0.15
float32,0.039060115814208984,0.0
float32,0.038763999938964844,0.0
float32,0.039190053939819336,0.0
float32,0.039006948471069336,0.14
float32,0.038845062255859375,0.0
float32,0.03847312927246094,0.02
float32,0.03870201110839844,0.03
float32,0.03911304473876953,0.0
float32,0.0384678840637207,0.0
float32,0.03886103630065918,0.0
float32,0.0384368896484375,0.0
float32,0.03968501091003418,0.0
float32,0.03868412971496582,0.14
float32,0.03821921348571777,0.08
float32,0.03918313980102539,0.13
float32,0.03948020935058594,0.0
float32,0.03860592842102051,0.12
float32,0.038272857666015625,0.0
float32,0.038069963455200195,0.0
float32,0.038514137268066406,0.01
float32,0.03874611854553223,0.0
float32,0.03937196731567383,0.0
float32,0.03803610801696777,0.09
float32,0.03902006149291992,0.0
float32,0.03794693946838379,0.0
float32,0.03893399238586426,0.0
float32,0.03868389129638672,0.01
float32,0.0386509895324707,0.1
float32,0.038949012756347656,0.2
float32,0.03903794288635254,0.0
float32,0.04024100303649902,0.04
float32,0.07516908645629883,0.01
float32,0.03850817680358887,0.01
float32,0.03879499435424805,0.13
float32,0.03914999961853027,0.0
float32,0.03907895088195801,0.15
float32,0.03906989097595215,0.0
float32,0.044281959533691406,0.0
float32,0.03903508186340332,0.0
float32,0.03817415237426758,0.0
float32,0.03899383544921875,0.08
float32,0.03841996192932129,0.0
float32,0.039038896560668945,0.0
float32,0.03849220275878906,0.0
float32,0.03821086883544922,0.02
float32,0.03871893882751465,0.07
float32,0.038168907165527344,0.0
float32,0.0389559268951416,0.0
float32,0.03804183006286621,0.05
float32,0.038609981536865234,0.0
float32,0.038542985916137695,0.13
float32,0.03813791275024414,0.0
float32,0.03906607627868652,0.01
float32,0.038969993591308594,0.01
float32,0.03852415084838867,0.0
float32,0.0383601188659668,0.04
float32,0.038690805435180664,0.11
float32,0.03874611854553223,0.06
float32,0.03830599784851074,0.1
float32,0.038742780685424805,0.0
float32,0.038655996322631836,0.0
float32,0.0388031005859375,0.0
float32,0.038197994232177734,0.08
float32,0.03815102577209473,0.1
float32,0.038015127182006836,0.01
float32,0.03862905502319336,0.08
float32,0.03884696960449219,0.0
float32,0.03798198699951172,0.03
float32,0.03817391395568848,0.01
float32,0.03796815872192383,0.0
float32,0.038388967514038086,0.01
float32,0.038130998611450195,0.0
float32,0.03838992118835449,0.0
float32,0.03826117515563965,0.02
float32,0.03809094429016113,0.03
float32,0.038329124450683594,0.01
float32,0.03765583038330078,0.01
float32,0.038102149963378906,0.0
float32,0.03905606269836426,0.0
float32,0.03850507736206055,0.05
float32,0.03844904899597168,0.0
float32,0.03826403617858887,0.01
float32,0.03838300704956055,0.0
float32,0.03829002380371094,0.0
float32,0.03839707374572754,0.0
float32,0.038282155990600586,0.0
float32,0.039061784744262695,0.0
float32,0.03864693641662598,0.0
float32,0.03860592842102051,0.0
float32,0.03916597366333008,0.0
float32,0.03847217559814453,0.0
float32,0.0448000431060791,0.0
float32,0.04680609703063965,0.0
float32,0.039495229721069336,0.13
float32,0.03955221176147461,0.0
float32,0.04847979545593262,0.01
float32,0.03868603706359863,0.0
float32,0.03927493095397949,0.0
float32,0.038305044174194336,0.0
float32,0.0390169620513916,0.0
float32,0.038639068603515625,0.0
float32,0.038297176361083984,0.0
float32,0.0381321907043457,0.14
float32,0.03837394714355469,0.0
float32,0.03876304626464844,0.0
float32,0.038147926330566406,0.0
float32,0.03806114196777344,0.19
float32,0.03846287727355957,0.0
float32,0.03803586959838867,0.0
float32,0.0432431697845459,0.0
float32,0.04772305488586426,0.0
float32,0.04007911682128906,0.0
float32,0.040988922119140625,0.18
float32,0.04134106636047363,0.01
float32,0.039843082427978516,0.0
float32,0.040532827377319336,0.14
float32,0.03890109062194824,0.02
float32,0.0387420654296875,0.0
float32,0.038435935974121094,0.07
float32,0.040472984313964844,0.0
float32,0.040640830993652344,0.19
float32,0.04043316841125488,0.0
float32,0.04035305976867676,0.0
float32,0.04015398025512695,0.0
float32,0.04784393310546875,0.0
float32,0.03923296928405762,0.01
float32,0.03901195526123047,0.01
float32,0.039244890213012695,0.0
float32,0.03856396675109863,0.0
float32,0.03877902030944824,0.03
float32,0.038810014724731445,0.0
float32,0.03865814208984375,0.01
float32,0.038643836975097656,0.0
float32,0.03880786895751953,0.0
float32,0.03795909881591797,0.0
float32,0.03810310363769531,0.0
float32,0.038049936294555664,0.01
float32,0.03808403015136719,0.15
float32,0.037847042083740234,0.08
float32,0.03801083564758301,0.0
float32,0.03875088691711426,0.07
float32,0.03815007209777832,0.0
float32,0.03873109817504883,0.0
float32,0.03884482383728027,0.0
float32,0.0402679443359375,0.11
float32,0.04058194160461426,0.0
float32,0.03824591636657715,0.0
float32,0.04162001609802246,0.01
float32,0.03886890411376953,0.0
float32,0.04046487808227539,0.0
float32,0.039344072341918945,0.05
float32,0.04050493240356445,0.12
float32,0.040949106216430664,0.1
float32,0.03937792778015137,0.0
float32,0.03828716278076172,0.01
float32,0.0393071174621582,0.0
float32,0.03865504264831543,0.0
float32,0.038314104080200195,0.0
float32,0.03835296630859375,0.0
float32,0.03885483741760254,0.0
float32,0.038574934005737305,0.13
float32,0.03824305534362793,0.07
float32,0.03830313682556152,0.0
float32,0.03818702697753906,0.0
float32,0.03811502456665039,0.1
float32,0.03797316551208496,0.06
float32,0.03832888603210449,0.01
float32,0.040181875228881836,0.0
float32,0.03793191909790039,0.0
float32,0.03821396827697754,0.01
float32,0.038110971450805664,0.08
float32,0.03868508338928223,0.01
float32,0.03810286521911621,0.1
float32,0.039350032806396484,0.0
float32,0.03920602798461914,0.0
float32,0.03851890563964844,0.01
float32,0.03942608833312988,0.0
float32,0.039559125900268555,0.0
float32,0.03835606575012207,0.0
float32,0.037956953048706055,0.11
float32,0.03884100914001465,0.01
float32,0.03805708885192871,0.05
float32,0.03868699073791504,0.1
float32,0.03819394111633301,0.0
float32,0.03835105895996094,0.0
float32,0.038075923919677734,0.0
float32,0.03803396224975586,0.17
float32,0.038285017013549805,0.09
float32,0.038717031478881836,0.06
float32,0.03839612007141113,0.02
float32,0.03815007209777832,0.04
float32,0.03890204429626465,0.0
float32,0.03817605972290039,0.01
float32,0.038269996643066406,0.0
float32,0.03808307647705078,0.18
float32,0.03794980049133301,0.1
float32,0.0382990837097168,0.0
float32,0.038095951080322266,0.02
float32,0.03808712959289551,0.15
float32,0.03846406936645508,0.0
float32,0.038205862045288086,0.01
float32,0.03805994987487793,0.0
float32,0.038249969482421875,0.01
float32,0.038125038146972656,0.0
float32,0.038073062896728516,0.0
float32,0.03839302062988281,0.11
float32,0.03813505172729492,0.13
float32,0.037986040115356445,0.08
float32,0.03806114196777344,0.0
float32,0.03876209259033203,0.02
float32,0.03820490837097168,0.01
float32,0.03798198699951172,0.02
float32,0.03856992721557617,0.0
float32,0.038062095642089844,0.0
float32,0.03844904899597168,0.07
float32,0.037995100021362305,0.0
float32,0.03802990913391113,0.14
float32,0.03790998458862305,0.0
float32,0.038127899169921875,0.0
float32,0.03794288635253906,0.0
float32,0.0381929874420166,0.07
float32,0.038114070892333984,0.0
float32,0.03793191909790039,0.01
float32,0.03897905349731445,0.02
float32,0.03933215141296387,0.0
float32,0.04057598114013672,0.11
float32,0.0412290096282959,0.01
float32,0.03925299644470215,0.21
float32,0.03923487663269043,0.0
float32,0.03871893882751465,0.08
float32,0.04036116600036621,0.0
float32,0.04000210762023926,0.0
float32,0.04894208908081055,0.0
float32,0.03898906707763672,0.01
float32,0.03876614570617676,0.0
float32,0.03948092460632324,0.0
float32,0.039652109146118164,0.0
float32,0.039047956466674805,0.0
float32,0.03817391395568848,0.01
float32,0.03896594047546387,0.0
float32,0.03845691680908203,0.03
float32,0.038804054260253906,0.04
float32,0.03914999961853027,0.0
float32,0.038269996643066406,0.06
float32,0.03810691833496094,0.0
float32,0.038324832916259766,0.0
float32,0.03794503211975098,0.0
float32,0.038130998611450195,0.14
float32,0.038034915924072266,0.08
float32,0.03802013397216797,0.04
float32,0.0381472110748291,0.07
float32,0.037947893142700195,0.08
float32,0.03792905807495117,0.06
float32,0.03917980194091797,0.03
float32,0.038475990295410156,0.0
float32,0.03839588165283203,0.15
float32,0.037934064865112305,0.02
float32,0.038558006286621094,0.12
float32,0.03900885581970215,0.11
float32,0.038481950759887695,0.0
float32,0.03848600387573242,0.05
float32,0.03819990158081055,0.0
float32,0.03844189643859863,0.0
float32,0.03837299346923828,0.0
float32,0.03803896903991699,0.0
float32,0.03823089599609375,0.0
float32,0.03837394714355469,0.0
float32,0.038269996643066406,0.0
float32,0.038620948791503906,0.0
float32,0.03834891319274902,0.01
float32,0.038069963455200195,0.0
float32,0.03812098503112793,0.0
float32,0.03883481025695801,0.03
float32,0.03812289237976074,0.0
float32,0.0384058952331543,0.0
float32,0.03824114799499512,0.18
float32,0.03839111328125,0.02
float32,0.04027581214904785,0.04
float32,0.038125038146972656,0.0
float32,0.039337873458862305,0.0
float32,0.03894400596618652,0.0
float32,0.03925609588623047,0.01
float32,0.03846287727355957,0.0
float32,0.0393521785736084,0.0
float32,0.03902006149291992,0.0
float32,0.038403987884521484,0.01
float32,0.039498090744018555,0.0
float32,0.04779696464538574,0.2
float32,0.04002499580383301,0.06
float32,0.041478872299194336,0.0
float32,0.04035592079162598,0.14
float32,0.040042877197265625,0.0
float32,0.03993701934814453,0.0
float32,0.03926587104797363,0.0
float32,0.038587093353271484,0.0
float32,0.038237810134887695,0.0
float32,0.03863406181335449,0.01
float32,0.03871512413024902,0.0
float32,0.038548946380615234,0.0
float32,0.03809189796447754,0.05
float32,0.03805112838745117,0.0
float32,0.03832697868347168,0.0
float32,0.03798222541809082,0.2
float32,0.03812098503112793,0.0
float32,0.03824615478515625,0.0
float32,0.038223981857299805,0.0
float32,0.03808403015136719,0.0
float32,0.03819584846496582,0.05
float32,0.04380393028259277,0.0
float32,0.03889799118041992,0.0
float32,0.03803396224975586,0.0
float32,0.03871512413024902,0.02
float32,0.03817391395568848,0.18
float32,0.0382540225982666,0.02
float32,0.03837013244628906,0.0
float32,0.0380558967590332,0.0
float32,0.038343191146850586,0.03
float32,0.03808283805847168,0.0
float32,0.03808403015136719,0.0
float32,0.03794407844543457,0.0
float32,0.03812909126281738,0.0
float32,0.03802609443664551,0.0
float32,0.03905081748962402,0.0
float32,0.03827190399169922,0.0
float32,0.03908395767211914,0.0
float32,0.038520097732543945,0.04
float32,0.03916597366333008,0.0
float32,0.03800392150878906,0.01
float32,0.038336992263793945,0.04
float32,0.03803205490112305,0.0
float32,0.03862404823303223,0.0
float32,0.038494110107421875,0.03
float32,0.03837704658508301,0.15
float32,0.039515018463134766,0.0
float32,0.03877711296081543,0.0
float32,0.03893303871154785,0.0
float32,0.03899097442626953,0.0
float32,0.039546966552734375,0.0
float32,0.03869485855102539,0.0
float32,0.03896594047546387,0.13
float32,0.03987407684326172,0.11
float32,0.03933382034301758,0.0
float32,0.038793087005615234,0.0
float32,0.0405888557434082,0.0
float32,0.03922700881958008,0.0
float32,0.03856205940246582,0.03
float32,0.03941702842712402,0.0
float32,0.03987002372741699,0.0
float32,0.03954195976257324,0.0
float32,0.03936600685119629,0.01
float32,0.03877711296081543,0.07
float32,0.03864789009094238,0.09
float32,0.039472103118896484,0.0
float32,0.039201974868774414,0.0
float32,0.04634499549865723,0.04
float32,0.03906512260437012,0.0
float32,0.03917694091796875,0.0
float32,0.03970193862915039,0.0
float32,0.03912615776062012,0.0
float32,0.039144039154052734,0.0
float32,0.038984060287475586,0.0
float32,0.03913283348083496,0.0
float32,0.0390620231628418,0.06
float32,0.03929305076599121,0.02
float32,0.038262128829956055,0.0
float32,0.040014028549194336,0.0
float32,0.03940987586975098,0.0
float32,0.03938889503479004,0.0
float32,0.03985905647277832,0.0
float32,0.039337158203125,0.06
float32,0.038401126861572266,0.09
float32,0.03951311111450195,0.0
float32,0.038732051849365234,0.0
float32,0.03807806968688965,0.02
float32,0.03900718688964844,0.0
float32,0.03846096992492676,0.03
float32,0.03854990005493164,0.0
float32,0.03906393051147461,0.16
float32,0.039736032485961914,0.0
float32,0.03922605514526367,0.0
float32,0.039103031158447266,0.14
float32,0.03867793083190918,0.01
float32,0.03835415840148926,0.04
float32,0.03962898254394531,0.0
float32,0.03921794891357422,0.0
float32,0.038542985916137695,0.0
float32,0.038581132888793945,0.0
float32,0.03853011131286621,0.02
float32,0.03944897651672363,0.13
float32,0.04176592826843262,0.01
float32,0.03863811492919922,0.01
float32,0.03896689414978027,0.0
float32,0.03926706314086914,0.06
float32,0.03981804847717285,0.0
float32,0.03947901725769043,0.0
float32,0.03850507736206055,0.0
float32,0.039602041244506836,0.09
float32,0.038542985916137695,0.01
float32,0.03884387016296387,0.02
float32,0.03884696960449219,0.0
float32,0.03869915008544922,0.04
float32,0.039472103118896484,0.14
float32,0.03930306434631348,0.0
float32,0.039103031158447266,0.0
float32,0.039215803146362305,0.03
float32,0.03873300552368164,0.0
float32,0.0397028923034668,0.02
float32,0.03788399696350098,0.07
float32,0.03995990753173828,0.02
float32,0.03821611404418945,0.06
float32,0.03988289833068848,0.16
float32,0.038474082946777344,0.0
float32,0.03891587257385254,0.0
float32,0.038385868072509766,0.0
float32,0.038671016693115234,0.01
float32,0.038465023040771484,0.01
float32,0.038803815841674805,0.14
float32,0.03818106651306152,0.0
float32,0.0393068790435791,0.0
float32,0.0385589599609375,0.0
float32,0.04715609550476074,0.01
float32,0.03914999961853027,0.0
float32,0.03923392295837402,0.17
float32,0.03885006904602051,0.02
float32,0.038863182067871094,0.0
float32,0.03943896293640137,0.01
float32,0.03952193260192871,0.14
float32,0.0392451286315918,0.0
float32,0.038450002670288086,0.0
float32,0.03815889358520508,0.01
float32,0.039285898208618164,0.0
float32,0.03855180740356445,0.0
float32,0.03908801078796387,0.06
float32,0.03832387924194336,0.0
float32,0.03930091857910156,0.08
float32,0.03858208656311035,0.01
float32,0.03812384605407715,0.17
float32,0.038609981536865234,0.07
float32,0.03793597221374512,0.0
float32,0.038166046142578125,0.01
float32,0.03795886039733887,0.01
float32,0.0377960205078125,0.1
float32,0.03816699981689453,0.0
float32,0.03797292709350586,0.0
float32,0.03795790672302246,0.0
float32,0.0380399227142334,0.21
float32,0.037963151931762695,0.01
float32,0.03856611251831055,0.0
float32,0.039286136627197266,0.0
float32,0.03891110420227051,0.0
float32,0.03959321975708008,0.1
float32,0.03821706771850586,0.0
float32,0.039736032485961914,0.08
float32,0.03985118865966797,0.02
float32,0.0394740104675293,0.1
float32,0.03849291801452637,0.1
float32,0.03910493850708008,0.05
float32,0.03846907615661621,0.0
float32,0.03912496566772461,0.09
float32,0.038620948791503906,0.0
float32,0.03841805458068848,0.0
float32,0.03903698921203613,0.0
float32,0.038533926010131836,0.0
float32,0.03816103935241699,0.13
float32,0.03848600387573242,0.0
float32,0.03997015953063965,0.01
float32,0.03826189041137695,0.0
float32,0.0390779972076416,0.01
float32,0.0477139949798584,0.0
float32,0.040170907974243164,0.0
float32,0.03938412666320801,0.12
float32,0.039811134338378906,0.0
float32,0.03856492042541504,0.0
float32,0.03935384750366211,0.01
float32,0.03885006904602051,0.02
float32,0.03921222686767578,0.01
float32,0.038580894470214844,0.0
float32,0.039793968200683594,0.08
float32,0.03913283348083496,0.0
float32,0.038617849349975586,0.0
float32,0.03911185264587402,0.0
float32,0.039302825927734375,0.01
float32,0.038726091384887695,0.0
float32,0.03912520408630371,0.2
float32,0.038353919982910156,0.0
float32,0.039357900619506836,0.15
float32,0.039407968521118164,0.16
float32,0.038871049880981445,0.12
float32,0.038725852966308594,0.01
float32,0.0397341251373291,0.0
float32,0.03865694999694824,0.01
float32,0.04578208923339844,0.01
float32,0.038259029388427734,0.07
float32,0.03847002983093262,0.19
float32,0.03941202163696289,0.0
float32,0.040258169174194336,0.14
float32,0.0380251407623291,0.0
float32,0.038604021072387695,0.0
float32,0.03789091110229492,0.0
float32,0.038596153259277344,0.0
float32,0.038343191146850586,0.0
float32,0.03908491134643555,0.0
float32,0.039121150970458984,0.0
float32,0.03847503662109375,0.0
float32,0.03857994079589844,0.0
float32,0.03947710990905762,0.0
float32,0.03953886032104492,0.0
float32,0.03878307342529297,0.12
float32,0.039302825927734375,0.0
float32,0.038156986236572266,0.0
float32,0.039309024810791016,0.09
float32,0.038221120834350586,0.0
float32,0.03927803039550781,0.0
float32,0.038732051849365234,0.01
float32,0.03853487968444824,0.02
float32,0.03932785987854004,0.0
float32,0.03870892524719238,0.05
float32,0.039804935455322266,0.01
float32,0.038342952728271484,0.0
float32,0.038810014724731445,0.0
float32,0.039643049240112305,0.04
float32,0.0386500358581543,0.0
float32,0.039032936096191406,0.0
float32,0.03849196434020996,0.0
float32,0.03940701484680176,0.0
float32,0.03861713409423828,0.0
float32,0.03832197189331055,0.15
float32,0.03897690773010254,0.0
float32,0.045491933822631836,0.02
float32,0.03972291946411133,0.05
float32,0.03905296325683594,0.11
float32,0.03938603401184082,0.0
float32,0.03859114646911621,0.0
float32,0.03998994827270508,0.08
float32,0.03936600685119629,0.0
float32,0.03962302207946777,0.0
float32,0.03950214385986328,0.0
float32,0.038346052169799805,0.0
float32,0.03942608833312988,0.02
float32,0.03846120834350586,0.0
float32,0.03953981399536133,0.05
float32,0.038352012634277344,0.0
float32,0.039466142654418945,0.05
float32,0.03924703598022461,0.0
float32,0.03827404975891113,0.0
float32,0.03912806510925293,0.02
float32,0.039237022399902344,0.02
float32,0.038481950759887695,0.01
float32,0.039154052734375,0.0
float32,0.03991413116455078,0.13
float32,0.03850197792053223,0.0
float32,0.03855586051940918,0.06
float32,0.03922104835510254,0.06
float32,0.0384829044342041,0.0
float32,0.038365840911865234,0.0
float32,0.03852987289428711,0.0
float32,0.045413970947265625,0.0
float32,0.03867483139038086,0.0
float32,0.03794384002685547,0.08
float32,0.038282155990600586,0.0
float32,0.03878617286682129,0.0
float32,0.03847908973693848,0.01
float32,0.03934288024902344,0.0
float32,0.0397191047668457,0.0
float32,0.039489030838012695,0.0
float32,0.040273189544677734,0.11
float32,0.03941988945007324,0.0
float32,0.0395660400390625,0.0
float32,0.03878307342529297,0.0
float32,0.03823685646057129,0.0
float32,0.03902411460876465,0.14
float32,0.03946995735168457,0.03
float32,0.03933405876159668,0.0
float32,0.038938045501708984,0.0
float32,0.03822684288024902,0.01
float32,0.03937888145446777,0.0
float32,0.03803515434265137,0.0
float32,0.03960895538330078,0.08
float32,0.0386810302734375,0.04
float32,0.038259029388427734,0.15
float32,0.040231943130493164,0.0
float32,0.047180891036987305,0.0
float32,0.040480852127075195,0.0
float32,0.04118180274963379,0.0
float32,0.03912711143493652,0.17
float32,0.03848600387573242,0.01
float32,0.03815197944641113,0.05
float32,0.03832602500915527,0.08
float32,0.03833293914794922,0.0
float32,0.039103031158447266,0.0
float32,0.03995394706726074,0.0
float32,0.03966498374938965,0.0
float32,0.039071083068847656,0.15
float32,0.0385591983795166,0.0
float32,0.03956198692321777,0.03
float32,0.039724111557006836,0.0
float32,0.0392000675201416,0.0
float32,0.03840899467468262,0.01
float32,0.0394289493560791,0.0
float32,0.038153886795043945,0.0
float32,0.0395050048828125,0.0
float32,0.03977203369140625,0.0
float32,0.047193050384521484,0.0
float32,0.03832197189331055,0.01
float32,0.03980398178100586,0.01
float32,0.03948378562927246,0.1
float32,0.038719892501831055,0.0
float32,0.03906393051147461,0.0
float32,0.039147138595581055,0.01
float32,0.03918790817260742,0.12
float32,0.0384829044342041,0.0
float32,0.04169106483459473,0.0
float32,0.03946208953857422,0.0
float32,0.04039716720581055,0.04
float32,0.03959083557128906,0.06
float32,0.039663076400756836,0.0
float32,0.03828001022338867,0.0
float32,0.03972887992858887,0.14
float32,0.03940987586975098,0.01
float32,0.03890705108642578,0.0
float32,0.03835296630859375,0.01
float32,0.03932785987854004,0.0
float32,0.058155059814453125,0.01
float32,0.04151415824890137,0.13
float32,0.03973507881164551,0.01
float32,0.041333913803100586,0.0
float32,0.03851199150085449,0.0
float32,0.039855003356933594,0.0
float32,0.0390470027923584,0.0
float32,0.03879714012145996,0.0
float32,0.040099143981933594,0.0
float32,0.03809213638305664,0.02
float32,0.03948807716369629,0.01
float32,0.043602943420410156,0.0
float32,0.040930986404418945,0.0
float32,0.04160881042480469,0.0
float32,0.04022693634033203,0.0
float32,0.03909420967102051,0.0
float32,0.03858494758605957,0.01
float32,0.03850913047790527,0.01
float32,0.08928704261779785,0.0
float32,0.03871512413024902,0.0
float32,0.038745880126953125,0.04
float32,0.03863096237182617,0.0
float32,0.04027390480041504,0.0
float32,0.03960585594177246,0.01
float32,0.03848981857299805,0.01
float32,0.03972792625427246,0.01
float32,0.03947281837463379,0.1
float32,0.03831911087036133,0.0
float32,0.039019107818603516,0.0
float32,0.03863692283630371,0.0
float32,0.038353919982910156,0.02
float32,0.03854012489318848,0.0
float32,0.0382230281829834,0.01
float32,0.03829693794250488,0.0
float32,0.037979841232299805,0.0
float32,0.0383150577545166,0.01
float32,0.039067983627319336,0.17
float32,0.0383150577545166,0.04
float32,0.03846383094787598,0.01
float32,0.03887486457824707,0.0
float32,0.03850293159484863,0.12
float32,0.03857707977294922,0.0
float32,0.038815975189208984,0.04
float32,0.038420915603637695,0.03
float32,0.038498878479003906,0.08
float32,0.038902997970581055,0.01
float32,0.03857111930847168,0.08
float32,0.03857898712158203,0.0
float32,0.03777480125427246,0.0
float32,0.037795066833496094,0.15
float32,0.03795599937438965,0.0
float32,0.03787088394165039,0.0
float32,0.03922390937805176,0.01
float32,0.03871297836303711,0.19
float32,0.03878617286682129,0.0
float32,0.03865408897399902,0.06
float32,0.038105010986328125,0.17
float32,0.038513898849487305,0.0
float32,0.0379939079284668,0.0
float32,0.038240909576416016,0.03
float32,0.038236141204833984,0.18
float32,0.039018869400024414,0.0
float32,0.0389399528503418,0.0
float32,0.03920722007751465,0.0
float32,0.03926897048950195,0.1
float32,0.038722991943359375,0.0
float32,0.038491010665893555,0.06
float32,0.03864908218383789,0.0
float32,0.03844594955444336,0.0
float32,0.03873610496520996,0.08
float32,0.03849005699157715,0.04
float32,0.0385589599609375,0.0
float32,0.037943124771118164,0.05
float32,0.0393369197845459,0.0
float32,0.038507938385009766,0.02
float32,0.03870391845703125,0.0
float32,0.038372039794921875,0.0
float32,0.038316965103149414,0.17
float32,0.039250850677490234,0.01
float32,0.03855395317077637,0.0
float32,0.039108991622924805,0.1
float32,0.03870105743408203,0.08
float32,0.03897595405578613,0.0
float32,0.03918313980102539,0.03
float32,0.03782391548156738,0.0
float32,0.038259029388427734,0.13
float32,0.03912019729614258,0.06
float32,0.03908395767211914,0.06
float32,0.03866314888000488,0.04
float32,0.038229942321777344,0.0
float32,0.03833198547363281,0.0
float32,0.03824210166931152,0.0
float32,0.038084983825683594,0.0
float32,0.038362979888916016,0.03
float32,0.038066864013671875,0.0
float32,0.03824305534362793,0.0
float32,0.03846096992492676,0.0
float32,0.03778982162475586,0.0
float32,0.03801703453063965,0.0
float32,0.03808903694152832,0.0
float32,0.038960933685302734,0.01
float32,0.03916788101196289,0.14
float32,0.03947091102600098,0.06
float32,0.03956913948059082,0.0
float32,0.04589200019836426,0.0
float32,0.04735207557678223,0.11
float32,0.0473790168762207,0.13
float32,0.04626917839050293,0.01
float32,0.038969993591308594,0.12
float32,0.039130210876464844,0.13
float32,0.03906416893005371,0.0
float32,0.03803896903991699,0.0
float32,0.038060903549194336,0.0
float32,0.038572072982788086,0.0
float32,0.03886890411376953,0.0
float32,0.03853201866149902,0.0
float32,0.03769516944885254,0.03
float32,0.037882089614868164,0.0
float32,0.03804802894592285,0.17
float32,0.03816509246826172,0.13
float32,0.03850913047790527,0.0
float32,0.04506802558898926,0.0
float32,0.03850293159484863,0.0
float32,0.03825807571411133,0.1
float32,0.03801417350769043,0.0
float32,0.038435935974121094,0.0
float32,0.03926205635070801,0.0
float32,0.038700103759765625,0.01
